,f,machine_is_work,machine_factory,machine_worktime,machine_worktime_energy,MEASURE_TEM,MEASURE_HUM,F_FUTURETIME,HOURS,f_id,FORECAST_TEM,FORECAST_HUM,AIM_TEM,AIM_HUM
3268,2018-03-10 03:00:00,,,,,5.6,87.0,,,,,,22.9557,35.6879
3270,2018-03-10 04:00:00,,,,,5.1,89.0,,,,,,22.8436,35.876
3272,2018-03-10 05:00:00,,,,,4.5,91.0,,,,,,22.67,36.2413
3274,2018-03-10 06:00:00,,,,,4.1,92.0,,,,,,22.5579,36.5234
3276,2018-03-10 07:00:00,,,,,4.3,92.0,,,,,,22.3951,36.5524
3278,2018-03-10 08:00:00,,,,,7.1,78.0,,,,,,22.0226,34.3316
3280,2018-03-10 09:00:00,,,,,9.2,67.0,,,,,,22.2468,34.4944
3282,2018-03-10 10:00:00,,,,,11.7,58.0,,,,,,21.8381,37.5904
3284,2018-03-10 11:00:00,,,,,15.0,42.0,,,,,,22.4349,36.0749
3286,2018-03-10 12:00:00,,,,,17.6,32.0,,,,,,22.8328,33.7637
3288,2018-03-10 13:00:00,,,,,19.3,31.0,,,,,,23.6104,40.9288
3290,2018-03-10 14:00:00,,,,,20.9,20.0,,,,,,24.7497,50.6076
3292,2018-03-10 15:00:00,,,,,22.3,22.0,,,,,,25.7407,29.5356
3294,2018-03-10 16:00:00,,,,,22.4,19.0,,,,,,26.3303,26.0995
3296,2018-03-10 17:00:00,,,,,22.2,19.0,,,,,,26.5039,24.3092
3298,2018-03-10 18:00:00,,,,,20.5,20.0,,,,,,25.9795,20.5946
3300,2018-03-10 19:00:00,,,,,17.2,40.0,,,,,,24.6159,27.3872
3302,2018-03-10 20:00:00,,,,,14.4,53.0,,,,,,24.634,28.1539
3304,2018-03-10 21:00:00,,,,,13.2,59.0,,,,,,24.5833,29.2282
3306,2018-03-10 22:00:00,,,,,12.4,64.0,,,,,,24.3808,30.0926
3308,2018-03-10 23:00:00,,,,,11.2,69.0,,,,,,24.1348,31.2934
3310,2018-03-11 00:00:00,,,,,10.4,72.0,,,,,,23.9612,32.024
3312,2018-03-11 01:00:00,,,,,9.6,74.0,,,,,,23.7731,32.6859
3314,2018-03-11 02:00:00,,,,,8.6,79.0,,,,,,23.6068,33.3261
3316,2018-03-11 03:00:00,,,,,7.6,85.0,,,,,,23.4621,33.818000000000000
3318,2018-03-11 04:00:00,,,,,7.0,87.0,,,,,,23.2342,34.2122
3320,2018-03-11 05:00:00,,,,,6.5,89.0,,,,,,23.0606,34.6824
3322,2018-03-11 06:00:00,,,,,6.0,90.0,,,,,,22.9376,35.1309
3324,2018-03-11 07:00:00,,,,,6.1,90.0,,,,,,22.8147,35.3841
3326,2018-03-11 08:00:00,,,,,8.9,78.0,,,,,,22.6519,34.592
3328,2018-03-11 09:00:00,,,,,11.5,66.0,,,,,,22.4964,34.375
3330,2018-03-11 10:00:00,,,,,13.9,55.0,,,,,,22.3445,39.0589
3332,2018-03-11 11:00:00,,,,,16.6,45.0,,,,,,22.8942,39.077
3334,2018-03-11 12:00:00,,,,,19.1,35.0,,,,,,23.3066,33.9337
3336,2018-03-11 13:00:00,,,,,21.3,30.0,,,,,,23.7587,32.4472
3338,2018-03-11 14:00:00,,,,,22.5,29.0,,,,,,25.0101,33.015
3340,2018-03-11 15:00:00,,,,,24.2,19.0,,,,,,25.8456,29.9515
3342,2018-03-11 16:00:00,,,,,24.2,11.0,,,,,,26.6522,23.4628
3344,2018-03-11 17:00:00,,,,,23.1,13.0,,,,,,26.8041,19.524
3346,2018-03-11 18:00:00,,,,,20.4,23.0,,,,,,26.0156,19.5747
3348,2018-03-11 19:00:00,,,,,18.4,28.0,,,,,,24.9812,20.4246
3350,2018-03-11 20:00:00,,,,,16.7,31.0,,,,,,25.1548,21.3469
3352,2018-03-11 21:00:00,,,,,14.3,42.0,,,,,,24.9631,22.8588
3354,2018-03-11 22:00:00,,,,,12.3,51.0,,,,,,24.7244,24.2368
3356,2018-03-11 23:00:00,,,,,11.3,56.0,,,,,,24.4531,25.9368
3358,2018-03-12 00:00:00,,,,,10.4,61.0,,,,,,24.2253,27.1521
3360,2018-03-12 01:00:00,,,,,10.1,64.0,,,,,,24.0553,28.3239
3362,2018-03-12 02:00:00,,,,,9.1,72.0,,,,,,23.8527,29.4379
3364,2018-03-12 03:00:00,,,,,8.7,75.0,,,,,,23.6827,30.3711
3366,2018-03-12 04:00:00,,,,,8.3,78.0,,,,,,23.5163,31.3802
3368,2018-03-12 05:00:00,,,,,7.7,82.0,,,,,,23.4151,32.2663
3370,2018-03-12 06:00:00,,,,,7.3,84.0,,,,,,23.2813,33.0621
3372,2018-03-12 07:00:00,,,,,7.4,86.0,,,,,,23.1944,33.7384
3374,2018-03-12 08:00:00,,,,,10.3,72.0,,,,,,22.934,34.082
3376,2018-03-12 09:00:00,,,,,12.6,61.0,,,,,,23.0353,34.469
3378,2018-03-12 10:00:00,,,,,15.5,50.0,,,,,,22.6628,36.7188
3380,2018-03-12 11:00:00,,,,,18.0,40.0,,,,,,23.0534,36.0135
3382,2018-03-12 12:00:00,,,,,21.3,36.0,,,,,,23.4729,35.1382
3384,2018-03-12 13:00:00,,,,,23.2,28.0,,,,,,24.4784,32.4978
3386,2018-03-12 14:00:00,,,,,23.5,24.0,,,,,,25.6322,33.5793
3388,2018-03-12 15:00:00,,,,,23.3,29.0,,,,,,26.135,35.5613
3390,2018-03-12 16:00:00,,,,,23.6,28.0,,,,,,26.6522,34.9646
3392,2018-03-12 17:00:00,,,,,23.2,29.0,,,,,,26.9235,34.6824
3394,2018-03-12 18:00:00,,,,,22.1,34.0,,,,,,26.8367,35.6554
3396,2018-03-12 19:00:00,,,,,19.4,43.0,,,,,,26.0229,33.8578
3398,2018-03-12 20:00:00,,,,,17.0,49.0,,,,,,24.974,33.4599
3400,2018-03-12 21:00:00,,,,,15.8,57.0,,,,,,24.0733,35.178000000000000
3402,2018-03-12 22:00:00,,,,,14.9,63.0,,,,,,23.2487,37.1492
3404,2018-03-12 23:00:00,,,,,14.1,65.0,,,,,,22.5796,39.2867
3406,2018-03-13 00:00:00,,,,,13.3,70.0,,,,,,22.3517,41.0337
3408,2018-03-13 01:00:00,,,,,12.5,78.0,,,,,,23.1944,39.5833
3410,2018-03-13 02:00:00,,,,,12.5,77.0,,,,,,23.4259,39.9233
3412,2018-03-13 03:00:00,,,,,12.4,79.0,,,,,,23.5308,40.5888
3414,2018-03-13 04:00:00,,,,,11.8,82.0,,,,,,23.5236,41.229
3416,2018-03-13 05:00:00,,,,,11.4,86.0,,,,,,23.4946,41.6811
3418,2018-03-13 06:00:00,,,,,11.2,88.0,,,,,,23.4621,42.0464
3420,2018-03-13 07:00:00,,,,,11.2,87.0,,,,,,23.4332,42.3756
3422,2018-03-13 08:00:00,,,,,13.3,80.0,,,,,,23.2523,42.9543
3424,2018-03-13 09:00:00,,,,,15.6,66.0,,,,,,23.4549,44.5819
3426,2018-03-13 10:00:00,,,,,18.7,56.0,,,,,,23.2957,46.9871
3428,2018-03-13 11:00:00,,,,,20.5,52.0,,,,,,23.4802,47.6418
3430,2018-03-13 12:00:00,,,,,23.4,43.0,,,,,,23.9251,46.6001
3432,2018-03-13 13:00:00,,,,,24.6,38.0,,,,,,24.9016,45.761
3434,2018-03-13 14:00:00,,,,,25.6,32.0,,,,,,26.5039,40.2525
3436,2018-03-13 15:00:00,,,,,26.1,32.0,,,,,,27.2273,39.5725
3438,2018-03-13 16:00:00,,,,,26.0,29.0,,,,,,27.9434,37.406
3440,2018-03-13 17:00:00,,,,,26.0,32.0,,,,,,28.2219,37.5723
3442,2018-03-13 18:00:00,,,,,23.6,45.0,,,,,,27.8385,41.7318
3444,2018-03-13 19:00:00,,,,,21.5,50.0,,,,,,26.8692,40.3067
3446,2018-03-13 20:00:00,,,,,20.6,54.0,,,,,,25.9831,41.2977
3448,2018-03-13 21:00:00,,,,,19.4,60.0,,,,,,25.3971,42.3575
3450,2018-03-13 22:00:00,,,,,18.8,63.0,,,,,,25.5454,43.4498
3452,2018-03-13 23:00:00,,,,,17.5,70.0,,,,,,25.4659,44.0357
3454,2018-03-14 00:00:00,,,,,16.6,76.0,,,,,,25.3067,44.4878
3456,2018-03-14 01:00:00,,,,,16.2,77.0,,,,,,25.144000000000000,45.3234
3458,2018-03-14 02:00:00,,,,,16.0,79.0,,,,,,25.0246,45.9238
3460,2018-03-14 03:00:00,,,,,15.8,79.0,,,,,,24.8835,46.441
3462,2018-03-14 04:00:00,,,,,15.7,81.0,,,,,,24.8148,46.7086
3464,2018-03-14 05:00:00,,,,,15.4,80.0,,,,,,24.7244,46.8895
3466,2018-03-14 06:00:00,,,,,14.6,84.0,,,,,,24.605,47.0812
3468,2018-03-14 07:00:00,,,,,14.4,84.0,,,,,,24.5435,47.0088
3470,2018-03-14 08:00:00,,,,,15.5,81.0,,,,,,24.3736,46.9907
3472,2018-03-14 09:00:00,,,,,17.6,70.0,,,,,,24.5435,49.226000000000000
3474,2018-03-14 10:00:00,,,,,19.6,60.0,,,,,,24.3157,52.9369
3476,2018-03-14 11:00:00,,,,,21.9,55.0,,,,,,24.5255,51.0923
3478,2018-03-14 12:00:00,,,,,21.9,58.0,,,,,,24.681000000000000,49.5732
3480,2018-03-14 13:00:00,,,,,22.8,57.0,,,,,,25.144000000000000,51.9604
3482,2018-03-14 14:00:00,,,,,22.9,56.0,,,,,,26.1929,53.8882
3484,2018-03-14 15:00:00,,,,,22.2,60.0,,,,,,26.5111,55.0166
3486,2018-03-14 16:00:00,,,,,22.6,60.0,,,,,,26.7354,55.4579
3488,2018-03-14 17:00:00,,,,,22.3,64.0,,,,,,26.9524,56.6189
3490,2018-03-14 18:00:00,,,,,21.7,67.0,,,,,,26.9452,57.4074
3492,2018-03-14 19:00:00,,,,,21.3,69.0,,,,,,26.5799,55.3639
3494,2018-03-14 20:00:00,,,,,20.7,72.0,,,,,,26.0518,54.6477
3496,2018-03-14 21:00:00,,,,,20.5,73.0,,,,,,25.8746,54.8466
3498,2018-03-14 22:00:00,,,,,20.3,74.0,,,,,,25.8637,55.4868
3500,2018-03-14 23:00:00,,,,,20.0,78.0,,,,,,25.7733,55.4651
3502,2018-03-15 00:00:00,,,,,19.8,79.0,,,,,,25.6973,55.7111
3504,2018-03-15 01:00:00,,,,,19.5,81.0,,,,,,25.5744,56.0041
3506,2018-03-15 02:00:00,,,,,19.2,84.0,,,,,,25.4839,56.4525
3508,2018-03-15 03:00:00,,,,,18.6,88.0,,,,,,25.408,57.4327
3510,2018-03-15 04:00:00,,,,,18.5,90.0,,,,,,25.3248,57.7619
3512,2018-03-15 05:00:00,,,,,18.3,94.0,,,,,,25.1982,58.8325
3514,2018-03-15 06:00:00,,,,,17.9,96.0,,,,,,25.1367,59.9356
3516,2018-03-15 07:00:00,,,,,17.7,96.0,,,,,,25.115,60.6228
3518,2018-03-15 08:00:00,,,,,18.0,96.0,,,,,,24.9342,61.0641
3520,2018-03-15 09:00:00,,,,,18.5,94.0,,,,,,24.945,63.0317
3522,2018-03-15 10:00:00,,,,,19.2,89.0,,,,,,24.7352,67.0139
3524,2018-03-15 11:00:00,,,,,19.0,94.0,,,,,,24.8835,66.6848
3526,2018-03-15 12:00:00,,,,,19.5,91.0,,,,,,24.9342,65.7986
3528,2018-03-15 13:00:00,,,,,20.3,89.0,,,,,,24.8835,69.0466
3530,2018-03-15 14:00:00,,,,,20.9,82.0,,,,,,25.4116,69.7338
3532,2018-03-15 15:00:00,,,,,21.1,81.0,,,,,,25.8131,68.8947
3534,2018-03-15 16:00:00,,,,,21.1,80.0,,,,,,26.0554,67.7083
3536,2018-03-15 17:00:00,,,,,20.7,87.0,,,,,,26.1458,68.873
3538,2018-03-15 18:00:00,,,,,19.4,88.0,,,,,,26.0916,66.3592
3540,2018-03-15 19:00:00,,,,,18.0,92.0,,,,,,25.5599,64.9884
3542,2018-03-15 20:00:00,,,,,17.8,93.0,,,,,,25.2814,65.7841
3544,2018-03-15 21:00:00,,,,,17.7,94.0,,,,,,24.8076,63.4874
3546,2018-03-15 22:00:00,,,,,17.5,94.0,,,,,,24.9559,62.0985
3548,2018-03-15 23:00:00,,,,,17.2,93.0,,,,,,25.1367,62.037
3550,2018-03-16 00:00:00,,,,,17.0,95.0,,,,,,25.115,61.7224
3552,2018-03-16 01:00:00,,,,,16.8,95.0,,,,,,25.0716,61.2449
3554,2018-03-16 02:00:00,,,,,16.5,93.0,,,,,,24.9957,60.4167
3556,2018-03-16 03:00:00,,,,,16.4,94.0,,,,,,24.9342,59.9501
3558,2018-03-16 04:00:00,,,,,16.5,92.0,,,,,,24.898000000000000,59.4293
3560,2018-03-16 05:00:00,,,,,16.3,93.0,,,,,,24.8546,59.1001
3562,2018-03-16 06:00:00,,,,,16.5,93.0,,,,,,24.8257,58.7203
3564,2018-03-16 07:00:00,,,,,16.9,92.0,,,,,,24.7786,58.3731
3566,2018-03-16 08:00:00,,,,,17.3,92.0,,,,,,24.7497,59.0025
3568,2018-03-16 09:00:00,,,,,18.2,88.0,,,,,,24.9052,59.8669
3570,2018-03-16 10:00:00,,,,,18.9,82.0,,,,,,24.6159,63.9902
3572,2018-03-16 11:00:00,,,,,20.8,73.0,,,,,,24.8365,64.5363
3574,2018-03-16 12:00:00,,,,,23.1,64.0,,,,,,25.1223,60.706
3576,2018-03-16 13:00:00,,,,,25.0,60.0,,,,,,25.9758,58.2718
3578,2018-03-16 14:00:00,,,,,26.0,54.0,,,,,,27.2671,56.6334
3580,2018-03-16 15:00:00,,,,,26.8,50.0,,,,,,28.2364,53.2299
3582,2018-03-16 16:00:00,1.0,251 251,0.016666666666666700,,26.6,49.0,,,,,,28.8477,49.877000000000000
3584,2018-03-16 17:00:00,1.0,252 251,0.16666666666666700,,25.2,54.0,,,,,,29.0611,50.094000000000000
3586,2018-03-16 18:00:00,,,,,23.0,57.0,,,,,,28.5294,49.443000000000000
3588,2018-03-16 19:00:00,,,,,21.8,62.0,,,,,,27.5456,49.2477
3590,2018-03-16 20:00:00,,,,,20.9,73.0,,,,,,26.9162,53.1322
3592,2018-03-16 21:00:00,,,,,20.5,72.0,,,,,,26.2073,54.2209
3594,2018-03-16 22:00:00,,,,,19.7,75.0,,,,,,25.5346,54.0437
3596,2018-03-16 23:00:00,,,,,18.9,78.0,,,,,,24.9559,55.3277
3598,2018-03-17 00:00:00,,,,,18.1,82.0,,,,,,24.4025,
3600,2018-03-17 01:00:00,,,,,18.2,77.0,,,,,,24.8365,55.0275
3602,2018-03-17 02:00:00,,,,,17.9,77.0,,,,,,25.1295,54.0979
3604,2018-03-17 03:00:00,,,,,17.6,77.0,,,,,,25.1874,52.7054
3606,2018-03-17 04:00:00,,,,,16.6,81.0,,,,,,25.1693,52.9297
3608,2018-03-17 05:00:00,,,,,15.9,83.0,,,,,,25.1367,52.5608
3610,2018-03-17 06:00:00,,,,,15.3,86.0,,,,,,25.0716,52.0725
3612,2018-03-17 07:00:00,,,,,15.1,87.0,,,,,,25.0065,51.4829
3614,2018-03-17 08:00:00,,,,,16.5,82.0,,,,,,24.9595,50.7885
3616,2018-03-17 09:00:00,,,,,17.7,79.0,,,,,,25.1078,52.2859
3618,2018-03-17 10:00:00,,,,,19.8,70.0,,,,,,24.9016,56.713
3620,2018-03-17 11:00:00,,,,,20.6,64.0,,,,,,25.1512,55.6026
3622,2018-03-17 12:00:00,,,,,22.0,62.0,,,,,,25.3682,53.2769
3624,2018-03-17 13:00:00,1.0,252 256 251 214,0.48333333333333300,,22.9,57.0,,,,,,25.8131,52.322000000000000
3626,2018-03-17 14:00:00,1.0,257 256 214 252 259 256,0.03333333333333330,,23.1,57.0,,,,,,26.5762,51.9604
3628,2018-03-17 15:00:00,1.0,256 214 252 260 259 255 257,0.2,,23.3,57.0,,,,,,26.9669,52.0327
3630,2018-03-17 16:00:00,1.0,256 257 259 260 255,0.13333333333333300,,21.7,58.0,,,,,,27.1224,52.1918
3632,2018-03-17 17:00:00,1.0,260 259 255,0.16666666666666700,,20.6,61.0,,,,,,26.6667,50.604
3634,2018-03-17 18:00:00,1.0,255 260,0.05,,18.6,67.0,,,,,,25.8963,48.1626
3636,2018-03-17 19:00:00,,,,,18.4,68.0,,,,,,25.1367,47.3958
3638,2018-03-17 20:00:00,,,,,18.1,69.0,,,,,,24.558000000000000,47.4718
3640,2018-03-17 21:00:00,,,,,17.7,74.0,,,,,,24.0444,49.1536
3642,2018-03-17 22:00:00,,,,,17.5,74.0,,,,,,24.6267,47.895
3644,2018-03-17 23:00:00,,,,,17.4,74.0,,,,,,24.9052,48.112000000000000
3646,2018-03-18 00:00:00,,,,,17.3,76.0,,,,,,25.0825,48.5062
3648,2018-03-18 01:00:00,,,,,17.1,76.0,,,,,,25.1259,49.0488
3650,2018-03-18 02:00:00,,,,,16.8,78.0,,,,,,25.1367,49.3743
3652,2018-03-18 03:00:00,,,,,16.4,81.0,,,,,,25.1005,49.6492
3654,2018-03-18 04:00:00,,,,,16.4,80.0,,,,,,24.974,49.953
3656,2018-03-18 05:00:00,,,,,16.6,80.0,,,,,,25.0354,49.9602
3658,2018-03-18 06:00:00,,,,,16.6,80.0,,,,,,25.0174,50.0579
3660,2018-03-18 07:00:00,,,,,16.9,79.0,,,,,,24.8835,50.5498
3662,2018-03-18 08:00:00,,,,,17.1,79.0,,,,,,24.8835,50.5208
3664,2018-03-18 09:00:00,,,,,17.8,76.0,,,,,,24.9631,51.3672
3666,2018-03-18 10:00:00,,,,,18.8,72.0,,,,,,24.634,54.6224
3668,2018-03-18 11:00:00,,,,,20.3,68.0,,,,,,24.9631,55.3639
3670,2018-03-18 12:00:00,,,,,21.3,68.0,,,,,,25.1259,53.682000000000000
3672,2018-03-18 13:00:00,1.0,255 215,0.45,,23.3,62.0,,,,,,25.6973,56.1994
3674,2018-03-18 14:00:00,1.0,215 257,0.5166666666666670,,24.1,59.0,,,,,,26.6884,62.6808
3676,2018-03-18 15:00:00,1.0,259 215 260,0.2,,24.9,55.0,,,,,,27.4226,65.6214
3678,2018-03-18 16:00:00,1.0,260,1.2,,24.5,56.0,,,,,,28.0339,55.4868
3680,2018-03-18 17:00:00,,,,,24.0,58.0,,,,,,27.8856,53.588
3682,2018-03-18 18:00:00,,,,,23.4,61.0,,,,,,27.466000000000000,52.4812
3684,2018-03-18 19:00:00,,,,,22.3,67.0,,,,,,27.0862,53.3782
3686,2018-03-18 20:00:00,,,,,21.8,69.0,,,,,,26.8764,54.6079
3688,2018-03-18 21:00:00,,,,,21.5,71.0,,,,,,26.6848,54.6369
3690,2018-03-18 22:00:00,,,,,21.3,72.0,,,,,,26.5075,55.089
3692,2018-03-18 23:00:00,,,,,21.2,72.0,,,,,,26.3448,55.5013
3694,2018-03-19 00:00:00,,,,,21.1,72.0,,,,,,26.2254,55.8015
3696,2018-03-19 01:00:00,,,,,20.3,77.0,,,,,,26.106000000000000,55.9751
3698,2018-03-19 02:00:00,,,,,20.2,78.0,,,,,,25.9975,56.1415
3700,2018-03-19 03:00:00,,,,,19.6,80.0,,,,,,25.8963,56.5647
3702,2018-03-19 04:00:00,,,,,19.1,83.0,,,,,,25.7986,56.7744
3704,2018-03-19 05:00:00,,,,,18.8,85.0,,,,,,25.7154,56.9842
3706,2018-03-19 06:00:00,,,,,18.7,86.0,,,,,,25.5816,56.9408
3708,2018-03-19 07:00:00,,,,,18.8,86.0,,,,,,25.5599,57.3134
3710,2018-03-19 08:00:00,,,,,19.6,82.0,,,,,,25.5563,57.0927
3712,2018-03-19 09:00:00,,,,,20.1,82.0,,,,,,,
3714,2018-03-19 10:00:00,,,,,18.8,93.0,,,,,,,
3716,2018-03-19 11:00:00,,,,,20.1,86.0,,,,,,,
3718,2018-03-19 12:00:00,,,,,20.7,83.0,,,,,,,
3720,2018-03-19 13:00:00,1.0,250,0.35,,22.7,73.0,,,,,,,
3722,2018-03-19 14:00:00,,,,,21.6,76.0,,,,,,26.7028,
3724,2018-03-19 15:00:00,1.0,250 215,0.7,,20.2,88.0,,,,,,26.5979,66.8041
3726,2018-03-19 16:00:00,,,,,20.8,85.0,,,,,,26.5654,68.4317
3728,2018-03-19 17:00:00,,,,,20.7,83.0,,,,,,26.6377,67.0211
3730,2018-03-19 18:00:00,,,,,20.6,84.0,,,,,,26.8041,67.4913
3732,2018-03-19 19:00:00,,,,,19.4,93.0,,,,,,26.6848,
3734,2018-03-19 20:00:00,,,,,19.0,95.0,,,,,,26.3918,68.7608
3736,2018-03-19 21:00:00,,,,,19.0,95.0,,,,,,26.135,67.3322
3738,2018-03-19 22:00:00,,,,,18.7,95.0,,,,,,25.6358,66.446
3740,2018-03-19 23:00:00,,,,,18.7,96.0,,,,,,25.4369,65.6178
3742,2018-03-20 00:00:00,,,,,18.5,95.0,,,,,,25.8746,65.1982
3744,2018-03-20 01:00:00,,,,,18.6,97.0,,,,,,25.9361,64.5074
3746,2018-03-20 02:00:00,,,,,18.5,97.0,,,,,,25.9071,64.1674
3748,2018-03-20 03:00:00,,,,,15.5,92.0,,,,,,25.7444,62.8291
3750,2018-03-20 04:00:00,,,,,15.1,94.0,,,,,,25.6467,60.8724
3752,2018-03-20 05:00:00,,,,,15.2,96.0,,,,,,25.5346,59.3171
3754,2018-03-20 06:00:00,,,,,15.3,95.0,,,,,,25.3827,58.9265
3756,2018-03-20 07:00:00,,,,,14.6,84.0,,,,,,25.4152,57.0747
3758,2018-03-20 08:00:00,,,,,16.0,77.0,,,,,,25.2452,54.1631
3760,2018-03-20 09:00:00,,,,,15.2,77.0,,,,,,25.1837,50.34
3762,2018-03-20 10:00:00,,,,,14.2,77.0,,,,,,24.681000000000000,51.9821
3764,2018-03-20 11:00:00,,,,,14.2,76.0,,,,,,24.4314,48.1879
3766,2018-03-20 12:00:00,,,,,14.4,73.0,,,,,,24.7244,46.1661
3768,2018-03-20 13:00:00,1.0,250,0.55,,14.7,73.0,,,,,,24.9812,48.6256
3770,2018-03-20 14:00:00,,,,,16.1,68.0,,,,,,25.6503,56.2572
3772,2018-03-20 15:00:00,,,,,16.1,64.0,,,,,,26.2109,60.7567
3774,2018-03-20 16:00:00,,,,,17.0,58.0,,,,,,26.3303,50.7921
3776,2018-03-20 17:00:00,,,,,15.8,61.0,,,,,,25.7733,47.6563
3778,2018-03-20 18:00:00,,,,,14.6,61.0,,,,,,24.9884,44.2347
3780,2018-03-20 19:00:00,,,,,13.1,64.0,,,,,,24.2759,41.7607
3782,2018-03-20 20:00:00,,,,,12.7,63.0,,,,,,23.3427,39.8401
3784,2018-03-20 21:00:00,,,,,12.6,63.0,,,,,,22.5506,37.2577
3786,2018-03-20 22:00:00,,,,,12.5,63.0,,,,,,23.7044,36.7441
3788,2018-03-20 23:00:00,,,,,12.1,62.0,,,,,,24.1168,36.7513
3790,2018-03-21 00:00:00,,,,,11.8,62.0,,,,,,24.2687,
3792,2018-03-21 01:00:00,,,,,11.4,64.0,,,,,,24.2723,37.2468
3794,2018-03-21 02:00:00,,,,,10.9,66.0,,,,,,24.3012,37.1058
3796,2018-03-21 03:00:00,,,,,10.1,70.0,,,,,,24.1963,37.2902
3798,2018-03-21 04:00:00,,,,,9.8,69.0,,,,,,24.1348,37.0732
3800,2018-03-21 05:00:00,,,,,9.4,71.0,,,,,,24.0625,36.6609
3802,2018-03-21 06:00:00,,,,,9.1,71.0,,,,,,23.9359,36.3426
3804,2018-03-21 07:00:00,,,,,9.6,65.0,,,,,,23.8166,36.2124
3806,2018-03-21 08:00:00,,,,,10.9,57.0,,,,,,23.7261,
3808,2018-03-21 09:00:00,,,,,12.0,54.0,,,,,,23.8238,31.8902
3810,2018-03-21 10:00:00,,,,,13.5,49.0,,,,,,23.5236,33.3333
3812,2018-03-21 11:00:00,,,,,14.6,46.0,,,,,,23.4946,31.9878
3814,2018-03-21 12:00:00,,,,,15.7,47.0,,,,,,24.001000000000000,30.0528
3816,2018-03-21 13:00:00,,,,,17.9,39.0,,,,,,24.5652,
3818,2018-03-21 14:00:00,,,,,18.9,37.0,,,,,,25.5599,46.1082
3820,2018-03-21 15:00:00,,,,,19.5,34.0,,,,,,26.4641,46.5856
3822,2018-03-21 16:00:00,,,,,19.0,35.0,,,,,,27.0175,
3824,2018-03-21 17:00:00,,,,,18.8,34.0,,,,,,27.3575,
3826,2018-03-21 18:00:00,,,,,17.1,38.0,,,,,,27.5673,44.9363
3828,2018-03-21 19:00:00,,,,,15.5,42.0,,,,,,26.3086,34.1363
3830,2018-03-21 20:00:00,,,,,14.2,47.0,,,,,,24.8257,31.7708
3832,2018-03-21 21:00:00,,,,,13.2,55.0,,,,,,23.5236,33.5395
3834,2018-03-21 22:00:00,,,,,11.4,65.0,,,,,,22.5036,33.2646
3836,2018-03-21 23:00:00,,,,,10.8,72.0,,,,,,23.8166,32.9029
3838,2018-03-22 00:00:00,,,,,10.5,72.0,,,,,,24.095,33.1814
3840,2018-03-22 01:00:00,,,,,10.0,77.0,,,,,,24.1638,33.7746
3842,2018-03-22 02:00:00,,,,,10.5,74.0,,,,,,24.1529,34.0929
3844,2018-03-22 03:00:00,,,,,9.8,76.0,,,,,,24.124000000000000,34.3497
3846,2018-03-22 04:00:00,,,,,9.6,79.0,,,,,,24.0444,34.6752
3848,2018-03-22 05:00:00,,,,,8.7,84.0,,,,,,23.9829,35.0405
3850,2018-03-22 06:00:00,,,,,7.9,87.0,,,,,,23.8455,35.4528
3852,2018-03-22 07:00:00,,,,,8.2,86.0,,,,,,23.7442,35.7603
3854,2018-03-22 08:00:00,,,,,10.9,70.0,,,,,,23.5055,35.2828
3856,2018-03-22 09:00:00,,,,,12.6,60.0,,,,,,23.7261,35.9628
3858,2018-03-22 10:00:00,,,,,15.6,50.0,,,,,,23.4621,
3860,2018-03-22 11:00:00,,,,,17.6,38.0,,,,,,23.5055,
3862,2018-03-22 12:00:00,,,,,19.0,27.0,,,,,,24.0046,
3864,2018-03-22 13:00:00,,,,,20.5,26.0,,,,,,24.7461,
3866,2018-03-22 14:00:00,,,,,22.2,24.0,,,,,,25.8022,
3868,2018-03-22 15:00:00,,,,,22.6,20.0,,,,,,26.833000000000000,
3870,2018-03-22 16:00:00,,,,,22.9,23.0,,,,,,27.6143,46.1842
3872,2018-03-22 17:00:00,,,,,23.2,23.0,,,,,,27.7807,
3874,2018-03-22 18:00:00,,,,,21.2,33.0,,,,,,27.5709,
3876,2018-03-22 19:00:00,,,,,17.1,45.0,,,,,,26.569000000000000,
3878,2018-03-22 20:00:00,,,,,15.3,52.0,,,,,,25.4876,
3880,2018-03-22 21:00:00,,,,,13.9,59.0,,,,,,24.3736,35.1852
3882,2018-03-22 22:00:00,,,,,12.9,63.0,,,,,,23.4549,35.2069
3884,2018-03-22 23:00:00,,,,,11.9,67.0,,,,,,24.0625,35.4022
3886,2018-03-23 00:00:00,,,,,11.2,72.0,,,,,,24.3736,34.8488
3888,2018-03-23 01:00:00,,,,,10.1,78.0,,,,,,24.4459,35.0586
3890,2018-03-23 02:00:00,,,,,9.4,82.0,,,,,,24.3627,35.4022
3892,2018-03-23 03:00:00,,,,,8.7,84.0,,,,,,24.2723,35.7133
3894,2018-03-23 04:00:00,,,,,8.1,87.0,,,,,,24.1529,35.8615
3896,2018-03-23 05:00:00,,,,,7.6,88.0,,,,,,24.0263,36.0713
3898,2018-03-23 06:00:00,,,,,7.3,89.0,,,,,,23.8708,36.1147
3900,2018-03-23 07:00:00,,,,,7.8,88.0,,,,,,23.7731,36.1943
3902,2018-03-23 08:00:00,,,,,11.1,73.0,,,,,,23.614,35.7169
3904,2018-03-23 09:00:00,,,,,13.8,60.0,,,,,,23.8057,36.3534
3906,2018-03-23 10:00:00,,,,,16.2,47.0,,,,,,23.5525,36.8236
