,f,machine_is_work,machine_factory,machine_worktime,machine_worktime_energy,MEASURE_TEM,MEASURE_HUM,F_FUTURETIME,HOURS,f_id,FORECAST_TEM,FORECAST_HUM,AIM_TEM,AIM_HUM
2626,2018-02-24 18:00:00,1.0,256 257,0.4,,15.1,93.0,,,,,,21.8526,69.5566
2628,2018-02-24 19:00:00,1.0,255 259 260 259 257 255,0.016666666666666700,,15.0,95.0,,,,,,22.0334,71.0069
2630,2018-02-24 20:00:00,1.0,260 259 255 259,0.25,,15.1,95.0,,,,,,22.0009,70.6019
2632,2018-02-24 21:00:00,1.0,259 260 260,0.3,,15.1,95.0,,,,,,21.8598,69.0864
2634,2018-02-24 22:00:00,1.0,260,1.3,,15.2,96.0,,,,,,21.4981,67.9579
2636,2018-02-24 23:00:00,,,,,15.0,96.0,,,,,,21.0569,67.9181
2638,2018-02-25 00:00:00,,,,,15.1,96.0,,,,,,21.339000000000000,66.6558
2640,2018-02-25 01:00:00,,,,,15.1,97.0,,,,,,21.556000000000000,66.90900000000000
2642,2018-02-25 02:00:00,,,,,15.1,97.0,,,,,,21.6392,66.7065
2644,2018-02-25 03:00:00,,,,,15.1,97.0,,,,,,21.6753,66.5365
2646,2018-02-25 04:00:00,,,,,15.1,97.0,,,,,,21.6862,66.5075
2648,2018-02-25 05:00:00,,,,,14.9,95.0,,,,,,21.6753,66.4171
2650,2018-02-25 06:00:00,,,,,14.9,95.0,,,,,,21.6645,66.4497
2652,2018-02-25 07:00:00,,,,,15.1,96.0,,,,,,21.6753,66.8475
2654,2018-02-25 08:00:00,,,,,15.3,95.0,,,,,,21.5994,66.645
2656,2018-02-25 09:00:00,,,,,16.0,89.0,,,,,,21.7766,67.0067
2658,2018-02-25 10:00:00,,,,,17.1,82.0,,,,,,21.5705,69.5855
2660,2018-02-25 11:00:00,,,,,16.5,86.0,,,,,,21.7983,69.2781
2662,2018-02-25 12:00:00,,,,,16.3,86.0,,,,,,21.7766,68.457
2664,2018-02-25 13:00:00,,,,,16.8,79.0,,,,,,22.113000000000000,69.0755
2666,2018-02-25 14:00:00,,,,,16.1,84.0,,,,,,22.8436,75.3111
2668,2018-02-25 15:00:00,,,,,15.6,83.0,,,,,,23.2668,76.2442
2670,2018-02-25 16:00:00,,,,,16.1,79.0,,,,,,23.6429,76.9495
2672,2018-02-25 17:00:00,,,,,15.2,91.0,,,,,,24.048000000000000,73.7232
2674,2018-02-25 18:00:00,,,,,14.8,92.0,,,,,,23.7768,67.8892
2676,2018-02-25 19:00:00,,,,,14.8,89.0,,,,,,22.9376,65.0644
2678,2018-02-25 20:00:00,,,,,14.0,93.0,,,,,,22.0768,62.7568
2680,2018-02-25 21:00:00,,,,,14.0,87.0,,,,,,21.4656,60.3552
2682,2018-02-25 22:00:00,,,,,13.9,86.0,,,,,,20.8543,58.1272
2684,2018-02-25 23:00:00,,,,,13.7,86.0,,,,,,21.6573,58.525
2686,2018-02-26 00:00:00,,,,,13.6,86.0,,,,,,21.8562,59.3642
2688,2018-02-26 01:00:00,,,,,13.4,86.0,,,,,,21.9285,59.4763
2690,2018-02-26 02:00:00,,,,,13.5,86.0,,,,,,21.9719,59.3244
2692,2018-02-26 03:00:00,,,,,13.4,84.0,,,,,,21.9647,59.1471
2694,2018-02-26 04:00:00,,,,,13.3,84.0,,,,,,21.9466,58.6046
2696,2018-02-26 05:00:00,,,,,13.0,86.0,,,,,,21.9285,58.7203
2698,2018-02-26 06:00:00,,,,,12.9,87.0,,,,,,21.9104,58.7348
2700,2018-02-26 07:00:00,,,,,13.0,85.0,,,,,,21.8851,58.9265
2702,2018-02-26 08:00:00,,,,,13.7,82.0,,,,,,21.7368,56.8215
2704,2018-02-26 09:00:00,,,,,14.6,78.0,,,,,,21.7658,54.4596
2706,2018-02-26 10:00:00,,,,,16.0,70.0,,,,,,21.6753,58.9518
2708,2018-02-26 11:00:00,,,,,17.2,66.0,,,,,,21.9104,58.601000000000000
2710,2018-02-26 12:00:00,,,,,18.6,60.0,,,,,,22.1094,56.9336
2712,2018-02-26 13:00:00,,,,,19.8,58.0,,,,,,22.5398,54.5681
2714,2018-02-26 14:00:00,,,,,20.2,55.0,,,,,,23.5344,54.6007
2716,2018-02-26 15:00:00,,,,,21.5,55.0,,,,,,24.1963,53.4903
2718,2018-02-26 16:00:00,,,,,20.0,59.0,,,,,,24.7244,53.5771
2720,2018-02-26 17:00:00,,,,,19.2,61.0,,,,,,24.7352,53.8918
2722,2018-02-26 18:00:00,,,,,17.6,71.0,,,,,,24.5255,55.9751
2724,2018-02-26 19:00:00,,,,,15.7,76.0,,,,,,23.9287,56.9336
2726,2018-02-26 20:00:00,,,,,15.3,75.0,,,,,,23.2813,54.7743
2728,2018-02-26 21:00:00,,,,,14.9,76.0,,,,,,22.7206,52.8718
2730,2018-02-26 22:00:00,,,,,14.6,76.0,,,,,,22.0841,52.5608
2732,2018-02-26 23:00:00,,,,,14.4,78.0,,,,,,21.5271,52.6331
2734,2018-02-27 00:00:00,,,,,14.3,79.0,,,,,,21.7296,51.0091
2736,2018-02-27 01:00:00,,,,,14.0,82.0,,,,,,22.2649,51.7723
2738,2018-02-27 02:00:00,,,,,13.8,82.0,,,,,,22.3662,52.6729
2740,2018-02-27 03:00:00,,,,,13.9,80.0,,,,,,22.4132,52.5318
2742,2018-02-27 04:00:00,,,,,13.7,83.0,,,,,,22.4277,52.6223
2744,2018-02-27 05:00:00,,,,,13.5,84.0,,,,,,22.3987,53.0707
2746,2018-02-27 06:00:00,,,,,13.3,86.0,,,,,,22.377,53.2733
2748,2018-02-27 07:00:00,,,,,12.9,84.0,,,,,,22.3481,53.1829
2750,2018-02-27 08:00:00,,,,,13.5,83.0,,,,,,22.1672,52.1087
2752,2018-02-27 09:00:00,,,,,15.3,75.0,,,,,,22.33,52.2823
2754,2018-02-27 10:00:00,,,,,16.9,66.0,,,,,,22.0841,54.5645
2756,2018-02-27 11:00:00,,,,,18.3,60.0,,,,,,22.3662,54.9588
2758,2018-02-27 12:00:00,,,,,20.0,57.0,,,,,,22.6085,53.418
2760,2018-02-27 13:00:00,,,,,22.5,51.0,,,,,,23.444000000000000,50.4413
2762,2018-02-27 14:00:00,,,,,23.7,48.0,,,,,,24.8835,51.1719
2764,2018-02-27 15:00:00,,,,,24.3,46.0,,,,,,25.918000000000000,49.906000000000000
2766,2018-02-27 16:00:00,,,,,24.3,46.0,,,,,,26.4569,49.9349
2768,2018-02-27 17:00:00,,,,,22.3,53.0,,,,,,26.6269,49.4683
2770,2018-02-27 18:00:00,,,,,21.4,58.0,,,,,,26.106000000000000,51.765
2772,2018-02-27 19:00:00,,,,,20.4,64.0,,,,,,25.4442,51.8121
2774,2018-02-27 20:00:00,,,,,19.0,71.0,,,,,,24.681000000000000,52.5969
2776,2018-02-27 21:00:00,,,,,18.4,74.0,,,,,,24.1312,52.6765
2778,2018-02-27 22:00:00,,,,,17.8,75.0,,,,,,23.5815,53.0273
2780,2018-02-27 23:00:00,,,,,17.7,73.0,,,,,,23.1004,53.2046
2782,2018-02-28 00:00:00,,,,,17.6,74.0,,,,,,22.6664,54.0545
2784,2018-02-28 01:00:00,,,,,17.3,74.0,,,,,,23.0859,53.2227
2786,2018-02-28 02:00:00,,,,,17.3,78.0,,,,,,23.2089,53.5518
2788,2018-02-28 03:00:00,,,,,16.0,89.0,,,,,,23.2306,54.872
2790,2018-02-28 04:00:00,,,,,15.8,89.0,,,,,,23.2198,55.5013
2792,2018-02-28 05:00:00,,,,,15.6,93.0,,,,,,23.2017,56.3115
2794,2018-02-28 06:00:00,,,,,15.8,92.0,,,,,,23.1764,57.6859
2796,2018-02-28 07:00:00,,,,,16.1,90.0,,,,,,23.1474,58.5612
2798,2018-02-28 08:00:00,,,,,17.1,88.0,,,,,,22.9991,59.3931
2800,2018-02-28 09:00:00,,,,,17.1,91.0,,,,,,23.2378,60.2214
2802,2018-02-28 10:00:00,,,,,17.5,92.0,,,,,,23.1004,66.8945
2804,2018-02-28 11:00:00,,,,,19.4,77.0,,,,,,23.0208,67.0211
2806,2018-02-28 12:00:00,,,,,21.4,66.0,,,,,,23.3572,64.7931
2808,2018-02-28 13:00:00,,,,,23.2,59.0,,,,,,24.2904,58.9446
2810,2018-02-28 14:00:00,,,,,24.3,50.0,,,,,,25.6829,56.5285
2812,2018-02-28 15:00:00,,,,,25.7,46.0,,,,,,26.7462,51.4902
2814,2018-02-28 16:00:00,,,,,25.4,46.0,,,,,,27.3503,48.4158
2816,2018-02-28 17:00:00,,,,,24.9,46.0,,,,,,27.6468,47.4863
2818,2018-02-28 18:00:00,,,,,23.0,51.0,,,,,,27.542000000000000,45.931000000000000
2820,2018-02-28 19:00:00,,,,,20.6,61.0,,,,,,26.8077,49.9747
2822,2018-02-28 20:00:00,,,,,18.1,74.0,,,,,,25.918000000000000,52.398
2824,2018-02-28 21:00:00,,,,,16.7,80.0,,,,,,24.8727,53.7905
2826,2018-02-28 22:00:00,,,,,15.7,84.0,,,,,,24.0336,54.5501
2828,2018-02-28 23:00:00,,,,,14.8,87.0,,,,,,24.3808,54.7056
2830,2018-03-01 00:00:00,,,,,14.2,89.0,,,,,,24.3627,54.6983
2832,2018-03-01 01:00:00,,,,,13.5,92.0,,,,,,24.3048,53.8303
2834,2018-03-01 02:00:00,,,,,12.9,92.0,,,,,,24.1493,53.2335
2836,2018-03-01 03:00:00,,,,,12.4,94.0,,,,,,24.0046,52.8574
2838,2018-03-01 04:00:00,,,,,11.9,94.0,,,,,,23.8455,52.4776
2840,2018-03-01 05:00:00,,,,,11.4,94.0,,,,,,23.7261,52.1231
2842,2018-03-01 06:00:00,,,,,11.1,95.0,,,,,,23.5706,51.577
2844,2018-03-01 07:00:00,,,,,10.9,95.0,,,,,,23.4657,51.1212
2846,2018-03-01 08:00:00,,,,,12.4,95.0,,,,,,23.2017,50.8066
2848,2018-03-01 09:00:00,,,,,14.7,87.0,,,,,,23.397,52.7199
2850,2018-03-01 10:00:00,,,,,16.9,76.0,,,,,,22.9991,55.25900000000000
2852,2018-03-01 11:00:00,,,,,19.7,65.0,,,,,,23.3247,57.0927
2854,2018-03-01 12:00:00,,,,,22.0,56.0,,,,,,23.7551,54.8105
2856,2018-03-01 13:00:00,,,,,25.3,47.0,,,,,,25.0825,50.8283
2858,2018-03-01 14:00:00,,,,,27.6,38.0,,,,,,26.5618,48.0577
2860,2018-03-01 15:00:00,,,,,28.2,38.0,,,,,,27.6758,44.8351
2862,2018-03-01 16:00:00,,,,,28.2,37.0,,,,,,28.287,43.8621
2864,2018-03-01 17:00:00,,,,,27.3,36.0,,,,,,28.4426,47.6707
2866,2018-03-01 18:00:00,,,,,23.8,57.0,,,,,,28.1387,50.0723
2868,2018-03-01 19:00:00,,,,,22.2,62.0,,,,,,27.5456,51.5625
2870,2018-03-01 20:00:00,,,,,20.9,63.0,,,,,,26.8981,51.0453
2872,2018-03-01 21:00:00,,,,,20.1,64.0,,,,,,26.2073,50.3364
2874,2018-03-01 22:00:00,,,,,19.1,64.0,,,,,,25.4152,48.9873
2876,2018-03-01 23:00:00,,,,,18.6,64.0,,,,,,24.6955,47.1571
2878,2018-03-02 00:00:00,,,,,17.9,64.0,,,,,,24.1385,46.2891
2880,2018-03-02 01:00:00,,,,,17.6,63.0,,,,,,23.7623,45.7682
2882,2018-03-02 02:00:00,,,,,16.4,71.0,,,,,,24.2687,45.8804
2884,2018-03-02 03:00:00,,,,,15.2,77.0,,,,,,24.3482,46.1263
2886,2018-03-02 04:00:00,,,,,14.6,80.0,,,,,,24.3301,46.7882
2888,2018-03-02 05:00:00,,,,,14.4,81.0,,,,,,24.2687,47.2439
2890,2018-03-02 06:00:00,,,,,14.2,83.0,,,,,,24.1855,48.0722
2892,2018-03-02 07:00:00,,,,,14.9,81.0,,,,,,24.1385,48.6545
2894,2018-03-02 08:00:00,,,,,15.7,79.0,,,,,,24.0408,48.4122
2896,2018-03-02 09:00:00,,,,,17.2,71.0,,,,,,24.1493,49.1826
2898,2018-03-02 10:00:00,,,,,19.5,66.0,,,,,,24.1638,50.293
2900,2018-03-02 11:00:00,,,,,23.8,56.0,,,,,,24.3482,51.6602
2902,2018-03-02 12:00:00,,,,,24.5,53.0,,,,,,24.5761,52.3474
2904,2018-03-02 13:00:00,,,,,25.7,50.0,,,,,,24.7352,52.2461
2906,2018-03-02 14:00:00,,,,,26.3,49.0,,,,,,24.9559,52.0074
2908,2018-03-02 15:00:00,,,,,25.7,50.0,,,,,,25.2163,51.9314
2910,2018-03-02 16:00:00,,,,,27.5,44.0,,,,,,25.455,51.19
2912,2018-03-02 17:00:00,,,,,26.6,44.0,,,,,,25.6033,50.8283
2914,2018-03-02 18:00:00,,,,,25.1,50.0,,,,,,25.6358,50.8572
2916,2018-03-02 19:00:00,,,,,22.7,62.0,,,,,,25.4984,51.7759
2918,2018-03-02 20:00:00,,,,,21.0,68.0,,,,,,25.3827,52.785
2920,2018-03-02 21:00:00,,,,,20.5,72.0,,,,,,25.1837,53.758
2922,2018-03-02 22:00:00,,,,,19.8,76.0,,,,,,25.0716,54.4162
2924,2018-03-02 23:00:00,,,,,19.4,78.0,,,,,,24.9812,54.4488
2926,2018-03-03 00:00:00,,,,,18.6,82.0,,,,,,24.8727,55.447000000000000
2928,2018-03-03 01:00:00,,,,,17.6,86.0,,,,,,24.7244,56.2898
2930,2018-03-03 02:00:00,,,,,17.3,87.0,,,,,,24.605,56.7889
2932,2018-03-03 03:00:00,,,,,16.9,87.0,,,,,,24.5255,56.9191
2934,2018-03-03 04:00:00,,,,,16.3,91.0,,,,,,24.3953,56.8359
2936,2018-03-03 05:00:00,,,,,16.2,91.0,,,,,,24.3157,56.8902
2938,2018-03-03 06:00:00,,,,,16.2,89.0,,,,,,24.265,56.8793
2940,2018-03-03 07:00:00,,,,,16.1,90.0,,,,,,24.1529,56.8613
2942,2018-03-03 08:00:00,,,,,17.1,88.0,,,,,,24.1059,57.0023
2944,2018-03-03 09:00:00,,,,,18.8,82.0,,,,,,24.1638,58.044
2946,2018-03-03 10:00:00,,,,,21.0,75.0,,,,,,24.1493,58.8542
2948,2018-03-03 11:00:00,,,,,24.4,62.0,,,,,,24.511,57.9174
2950,2018-03-03 12:00:00,,,,,24.3,63.0,,,,,,24.8763,62.1094
2952,2018-03-03 13:00:00,,,,,25.7,57.0,,,,,,26.0301,60.4275
2954,2018-03-03 14:00:00,,,,,26.0,53.0,,,,,,27.1622,56.713
2956,2018-03-03 15:00:00,,,,,27.4,49.0,,,,,,27.9651,54.0256
2958,2018-03-03 16:00:00,,,,,27.7,48.0,,,,,,28.6813,52.304000000000000
2960,2018-03-03 17:00:00,,,,,26.3,53.0,,,,,,28.9019,53.4541
2962,2018-03-03 18:00:00,,,,,25.4,57.0,,,,,,28.797000000000000,54.7635
2964,2018-03-03 19:00:00,,,,,23.6,67.0,,,,,,28.4715,56.5321
2966,2018-03-03 20:00:00,,,,,22.4,70.0,,,,,,27.9362,57.7763
2968,2018-03-03 21:00:00,,,,,21.3,75.0,,,,,,27.1658,57.3025
2970,2018-03-03 22:00:00,,,,,21.2,76.0,,,,,,26.4063,57.8704
2972,2018-03-03 23:00:00,,,,,21.2,76.0,,,,,,25.9686,58.1091
2974,2018-03-04 00:00:00,,,,,20.6,79.0,,,,,,25.9975,59.111000000000000
2976,2018-03-04 01:00:00,,,,,20.4,81.0,,,,,,25.9541,60.4673
2978,2018-03-04 02:00:00,,,,,20.1,83.0,,,,,,25.8348,60.8615
2980,2018-03-04 03:00:00,,,,,20.0,85.0,,,,,,25.7263,61.0966
2982,2018-03-04 04:00:00,,,,,20.0,86.0,,,,,,25.6648,61.4619
2984,2018-03-04 05:00:00,,,,,20.1,86.0,,,,,,25.5744,61.9973
2986,2018-03-04 06:00:00,,,,,20.7,84.0,,,,,,25.5056,62.5723
2988,2018-03-04 07:00:00,,,,,20.3,85.0,,,,,,25.455,62.453
2990,2018-03-04 08:00:00,,,,,20.8,84.0,,,,,,25.3827,63.01
2992,2018-03-04 09:00:00,,,,,22.0,79.0,,,,,,25.4767,62.5904
2994,2018-03-04 10:00:00,,,,,22.4,76.0,,,,,,25.3393,67.7337
2996,2018-03-04 11:00:00,,,,,24.0,72.0,,,,,,25.4659,67.372
2998,2018-03-04 12:00:00,,,,,24.0,70.0,,,,,,25.5635,66.0012
3000,2018-03-04 13:00:00,,,,,23.5,75.0,,,,,,26.2652,65.3574
3002,2018-03-04 14:00:00,,,,,23.5,78.0,,,,,,26.6884,69.8061
3004,2018-03-04 15:00:00,,,,,23.6,76.0,,,,,,27.1405,69.5023
3006,2018-03-04 16:00:00,,,,,23.6,74.0,,,,,,27.513,67.542
3008,2018-03-04 17:00:00,,,,,23.1,78.0,,,,,,27.5383,66.2941
3010,2018-03-04 18:00:00,,,,,22.7,81.0,,,,,,27.4479,66.7209
3012,2018-03-04 19:00:00,,,,,22.9,77.0,,,,,,27.3864,65.0716
3014,2018-03-04 20:00:00,,,,,22.4,80.0,,,,,,26.8186,64.8474
3016,2018-03-04 21:00:00,,,,,22.0,83.0,,,,,,26.446000000000000,65.7697
3018,2018-03-04 22:00:00,,,,,22.1,81.0,,,,,,26.2543,65.531
3020,2018-03-04 23:00:00,,,,,21.9,82.0,,,,,,26.276,66.1603
3022,2018-03-05 00:00:00,,,,,22.0,81.0,,,,,,26.182,66.2941
3024,2018-03-05 01:00:00,,,,,21.8,83.0,,,,,,26.0735,66.52200000000000
3026,2018-03-05 02:00:00,,,,,20.8,92.0,,,,,,25.9758,67.6902
3028,2018-03-05 03:00:00,,,,,20.7,92.0,,,,,,25.8565,68.0809
3030,2018-03-05 04:00:00,,,,,20.6,93.0,,,,,,25.7733,67.9326
3032,2018-03-05 05:00:00,,,,,20.9,90.0,,,,,,25.7082,68.6523
3034,2018-03-05 06:00:00,,,,,20.8,91.0,,,,,,25.6467,68.6523
3036,2018-03-05 07:00:00,,,,,20.8,91.0,,,,,,25.5563,68.9996
3038,2018-03-05 08:00:00,,,,,22.6,83.0,,,,,,25.5056,69.1298
3040,2018-03-05 09:00:00,,,,,24.7,72.0,,,,,,25.7841,67.4515
3042,2018-03-05 10:00:00,,,,,20.0,74.0,,,,,,25.8131,66.4207
3044,2018-03-05 11:00:00,,,,,20.9,76.0,,,,,,25.6322,66.3122
3046,2018-03-05 12:00:00,,,,,24.4,52.0,,,,,,25.7407,63.01
3048,2018-03-05 13:00:00,,,,,26.4,45.0,,,,,,26.5654,60.7747
3050,2018-03-05 14:00:00,,,,,26.6,50.0,,,,,,27.9796,55.8268
3052,2018-03-05 15:00:00,,,,,26.9,49.0,,,,,,28.5438,53.0671
3054,2018-03-05 16:00:00,,,,,27.6,48.0,,,,,,29.2527,51.4938
3056,2018-03-05 17:00:00,,,,,26.5,51.0,,,,,,29.524,50.9259
3058,2018-03-05 18:00:00,,,,,25.0,53.0,,,,,,29.2527,49.9168
3060,2018-03-05 19:00:00,,,,,23.8,59.0,,,,,,28.5583,52.7235
3062,2018-03-05 20:00:00,,,,,21.3,72.0,,,,,,27.6468,55.6785
3064,2018-03-05 21:00:00,,,,,20.4,79.0,,,,,,26.7643,56.5068
3066,2018-03-05 22:00:00,,,,,20.9,74.0,,,,,,26.5256,56.5285
3068,2018-03-05 23:00:00,,,,,20.7,73.0,,,,,,26.645,58.1561
3070,2018-03-06 00:00:00,,,,,20.2,78.0,,,,,,26.5979,58.3116
3072,2018-03-06 01:00:00,,,,,19.9,78.0,,,,,,26.5256,58.4563
3074,2018-03-06 02:00:00,,,,,19.6,83.0,,,,,,26.4063,58.7276
3076,2018-03-06 03:00:00,,,,,19.6,82.0,,,,,,26.3231,59.0676
3078,2018-03-06 04:00:00,,,,,18.7,83.0,,,,,,26.2399,58.2393
3080,2018-03-06 05:00:00,,,,,17.3,89.0,,,,,,26.1169,58.091
3082,2018-03-06 06:00:00,,,,,16.6,92.0,,,,,,26.0265,57.4183
3084,2018-03-06 07:00:00,,,,,16.5,94.0,,,,,,25.9397,56.8902
3086,2018-03-06 08:00:00,,,,,16.9,95.0,,,,,,25.7661,55.8992
3088,2018-03-06 09:00:00,,,,,17.1,87.0,,,,,,25.7878,54.3873
3090,2018-03-06 10:00:00,,,,,17.4,86.0,,,,,,25.3356,61.0424
3092,2018-03-06 11:00:00,,,,,17.2,89.0,,,,,,25.3718,58.0114
3094,2018-03-06 12:00:00,,,,,17.9,82.0,,,,,,25.5201,55.9353
3096,2018-03-06 13:00:00,,,,,17.5,83.0,,,,,,25.8203,56.2355
3098,2018-03-06 14:00:00,,,,,18.1,80.0,,,,,,26.5654,64.03
3100,2018-03-06 15:00:00,,,,,17.7,81.0,,,,,,26.9271,65.8782
3102,2018-03-06 16:00:00,,,,,17.8,80.0,,,,,,27.2852,66.5039
3104,2018-03-06 17:00:00,,,,,17.9,80.0,,,,,,26.5799,58.9482
3106,2018-03-06 18:00:00,,,,,17.4,85.0,,,,,,26.0301,57.8414
3108,2018-03-06 19:00:00,,,,,16.9,88.0,,,,,,25.1657,55.3168
3110,2018-03-06 20:00:00,,,,,16.9,79.0,,,,,,24.1529,53.9967
3112,2018-03-06 21:00:00,,,,,16.8,80.0,,,,,,23.8093,53.3239
3114,2018-03-06 22:00:00,,,,,16.6,77.0,,,,,,24.7859,52.7344
3116,2018-03-06 23:00:00,,,,,16.4,78.0,,,,,,25.0391,51.1429
3118,2018-03-07 00:00:00,,,,,16.4,83.0,,,,,,25.115,50.85
3120,2018-03-07 01:00:00,,,,,15.9,81.0,,,,,,25.1295,50.5932
3122,2018-03-07 02:00:00,,,,,15.7,81.0,,,,,,25.1078,50.3508
3124,2018-03-07 03:00:00,,,,,15.4,78.0,,,,,,25.0716,50.047
3126,2018-03-07 04:00:00,,,,,15.3,79.0,,,,,,25.0174,49.5407
3128,2018-03-07 05:00:00,,,,,15.2,80.0,,,,,,24.9884,49.4647
3130,2018-03-07 06:00:00,,,,,15.2,81.0,,,,,,24.9486,49.8011
3132,2018-03-07 07:00:00,,,,,15.2,81.0,,,,,,24.898000000000000,49.6419
3134,2018-03-07 08:00:00,,,,,15.4,78.0,,,,,,24.8763,48.6292
3136,2018-03-07 09:00:00,,,,,16.0,73.0,,,,,,24.9016,47.8443
3138,2018-03-07 10:00:00,,,,,17.2,69.0,,,,,,24.3808,52.4089
3140,2018-03-07 11:00:00,,,,,18.0,67.0,,,,,,24.7461,48.8028
3142,2018-03-07 12:00:00,,,,,18.6,65.0,,,,,,24.7859,47.7105
3144,2018-03-07 13:00:00,,,,,19.4,62.0,,,,,,25.0535,51.1429
3146,2018-03-07 14:00:00,,,,,19.8,64.0,,,,,,25.8456,53.7326
3148,2018-03-07 15:00:00,,,,,20.1,64.0,,,,,,25.8131,53.4975
3150,2018-03-07 16:00:00,,,,,18.0,78.0,,,,,,25.7516,55.8124
3152,2018-03-07 17:00:00,,,,,15.8,93.0,,,,,,25.1584,61.0315
3154,2018-03-07 18:00:00,,,,,15.4,95.0,,,,,,24.6014,61.1328
3156,2018-03-07 19:00:00,,,,,15.1,94.0,,,,,,23.8527,59.7584
3158,2018-03-07 20:00:00,,,,,15.0,95.0,,,,,,23.8166,58.4057
3160,2018-03-07 21:00:00,,,,,14.5,91.0,,,,,,23.7768,56.7853
3162,2018-03-07 22:00:00,,,,,13.2,90.0,,,,,,24.2976,56.2211
3164,2018-03-07 23:00:00,,,,,12.6,83.0,,,,,,24.3446,54.4307
3166,2018-03-08 00:00:00,,,,,11.7,88.0,,,,,,24.3193,52.7416
3168,2018-03-08 01:00:00,,,,,11.4,86.0,,,,,,24.2433,51.9604
3170,2018-03-08 02:00:00,,,,,11.4,85.0,,,,,,24.1782,51.3129
3172,2018-03-08 03:00:00,,,,,10.9,85.0,,,,,,24.1819,50.0036
3174,2018-03-08 04:00:00,,,,,10.6,85.0,,,,,,24.1348,48.8643
3176,2018-03-08 05:00:00,,,,,10.7,84.0,,,,,,24.124000000000000,48.8932
3178,2018-03-08 06:00:00,,,,,10.6,77.0,,,,,,24.0408,48.4918
3180,2018-03-08 07:00:00,,,,,10.2,75.0,,,,,,23.8491,47.9203
3182,2018-03-08 08:00:00,,,,,10.0,76.0,,,,,,23.831,42.6288
3184,2018-03-08 09:00:00,,,,,10.0,73.0,,,,,,23.8382,39.341
3186,2018-03-08 10:00:00,,,,,10.2,70.0,,,,,,22.6374,36.2341
3188,2018-03-08 11:00:00,,,,,10.4,67.0,,,,,,22.1383,36.2811
3190,2018-03-08 12:00:00,,,,,11.1,64.0,,,,,,23.1113,33.5576
3192,2018-03-08 13:00:00,,,,,11.2,66.0,,,,,,23.5959,38.1547
3194,2018-03-08 14:00:00,,,,,11.2,63.0,,,,,,24.2506,51.2876
3196,2018-03-08 15:00:00,,,,,11.1,63.0,,,,,,24.6738,56.0547
3198,2018-03-08 16:00:00,,,,,10.8,64.0,,,,,,24.6448,
3200,2018-03-08 17:00:00,,,,,10.8,62.0,,,,,,24.9342,49.3381
3202,2018-03-08 18:00:00,,,,,10.3,62.0,,,,,,24.7678,46.4844
3204,2018-03-08 19:00:00,,,,,9.9,66.0,,,,,,23.2523,41.3411
3206,2018-03-08 20:00:00,,,,,9.7,66.0,,,,,,22.0334,40.8709
3208,2018-03-08 21:00:00,,,,,9.4,66.0,,,,,,21.0424,34.7512
3210,2018-03-08 22:00:00,,,,,9.5,63.0,,,,,,20.3045,33.1887
3212,2018-03-08 23:00:00,,,,,9.6,62.0,,,,,,21.9611,33.0006
3214,2018-03-09 00:00:00,,,,,9.3,62.0,,,,,,22.3843,32.9644
3216,2018-03-09 01:00:00,,,,,9.0,64.0,,,,,,22.4674,33.3008
3218,2018-03-09 02:00:00,,,,,8.5,65.0,,,,,,22.5,33.4635
3220,2018-03-09 03:00:00,,,,,8.4,60.0,,,,,,22.4855,33.5214
3222,2018-03-09 04:00:00,,,,,7.8,61.0,,,,,,22.4566,33.4816
3224,2018-03-09 05:00:00,,,,,7.2,64.0,,,,,,22.3843,33.4129
3226,2018-03-09 06:00:00,,,,,6.7,65.0,,,,,,22.33,33.2031
3228,2018-03-09 07:00:00,,,,,6.6,66.0,,,,,,22.2106,33.1199
3230,2018-03-09 08:00:00,,,,,7.8,62.0,,,,,,22.1383,31.3079
3232,2018-03-09 09:00:00,,,,,9.4,52.0,,,,,,22.406,31.7347
3234,2018-03-09 10:00:00,,,,,10.8,46.0,,,,,,20.9556,29.0654
3236,2018-03-09 11:00:00,,,,,12.8,42.0,,,,,,21.2739,30.8666
3238,2018-03-09 12:00:00,,,,,14.3,34.0,,,,,,22.3987,24.0451
3240,2018-03-09 13:00:00,,,,,16.0,34.0,,,,,,22.9991,28.0816
3242,2018-03-09 14:00:00,,,,,17.5,31.0,,,,,,24.0914,44.5132
3244,2018-03-09 15:00:00,,,,,18.6,27.0,,,,,,25.2018,37.764
3246,2018-03-09 16:00:00,,,,,19.3,26.0,,,,,,25.1693,31.5574
3248,2018-03-09 17:00:00,,,,,18.4,28.0,,,,,,25.3212,30.3422
3250,2018-03-09 18:00:00,,,,,17.3,30.0,,,,,,25.2814,30.9281
3252,2018-03-09 19:00:00,,,,,13.7,46.0,,,,,,24.4784,35.2069
3254,2018-03-09 20:00:00,,,,,11.6,58.0,,,,,,23.2704,34.979
3256,2018-03-09 21:00:00,,,,,10.5,60.0,,,,,,23.3427,34.0603
3258,2018-03-09 22:00:00,,,,,9.1,68.0,,,,,,23.4549,33.1127
3260,2018-03-09 23:00:00,,,,,8.5,71.0,,,,,,23.5634,34.0784
3262,2018-03-10 00:00:00,,,,,7.8,75.0,,,,,,23.4729,34.668
3264,2018-03-10 01:00:00,,,,,7.2,79.0,,,,,,23.2993,35.0694
3266,2018-03-10 02:00:00,,,,,6.2,84.0,,,,,,23.1293,35.4782
